order_id,user_id,age,gender,city,product,category,quantity,price,payment_mode,order_status,rating,discount,order_month,delivery_days,total
11079,410,58,Male,Pune,Watch,Accessories,1,37720,COD,Cancelled,4.0,5,Sep,1,35834.0
11080,118,59,Female,Lucknow,Mobile,Electronics,1,56754,COD,Cancelled,4.0,6,Oct,8,53348.759999999995
11081,787,54,Male,Mumbai,Tablet,Electronics,4,12369,Card,Delivered,3.0,1,Oct,1,48981.24
11082,724,33,Male,Delhi,Laptop,Electronics,4,4676,Card,Delivered,2.0,1,Oct,4,18516.96
11083,225,39,Female,Pune,Watch,Accessories,2,36954,UPI,Cancelled,2.0,14,Nov,3,63560.88
11084,532,37,Male,Bangalore,Mobile,Electronics,2,26953,COD,Returned,2.0,20,Nov,2,43124.8
11085,113,44,Female,Bangalore,Tablet,Electronics,4,57313,COD,Cancelled,2.0,4,Feb,8,220081.91999999998
11086,140,58,Male,Delhi,Mobile,Accessories,1,66826,COD,Delivered,2.0,12,May,6,58806.88
11087,559,33,Female,Pune,Laptop,Accessories,3,48095,COD,Returned,2.0,18,Sep,4,118313.70000000001
11088,1,51,Male,Pune,Tablet,Accessories,2,41684,COD,Returned,4.0,18,Mar,3,68361.76000000001
11089,90,49,Male,Pune,Mobile,Electronics,1,52686,Card,Delivered,4.0,14,Jun,6,45309.96
11090,654,43,Female,Pune,Headphones,Electronics,3,17109,COD,Delivered,2.0,0,Apr,6,51327.0
11091,320,42,Male,Bangalore,Tablet,Accessories,3,27568,Card,Cancelled,2.0,2,Apr,5,81049.92
11092,550,19,Male,Mumbai,Tablet,Electronics,1,47496,UPI,Delivered,3.0,24,Mar,3,36096.96
11093,139,29,Male,Pune,Tablet,Accessories,1,61946,COD,Returned,3.0138855638017716,17,Oct,9,51415.18
11094,511,57,Male,Mumbai,Tablet,Electronics,2,37334,UPI,Cancelled,3.0,16,Jan,6,62721.119999999995
11095,259,26,Male,Pune,Headphones,Accessories,4,21246,Card,Cancelled,5.0,24,Dec,5,64587.840000000004
11096,673,29,Female,Lucknow,Laptop,Electronics,1,21907,Card,Returned,4.0,20,Nov,7,17525.600000000002
11097,690,43,Male,Lucknow,Headphones,Accessories,4,26903,UPI,Delivered,2.0,7,Aug,1,100079.15999999999
11098,10,26,Male,Lucknow,Headphones,Accessories,2,12137,COD,Cancelled,3.0138855638017716,10,May,7,21846.600000000002
11099,261,27,Female,Pune,Mobile,Accessories,4,9112,Card,Returned,4.0,19,Feb,1,29522.88
11100,650,49,Female,Mumbai,Watch,Electronics,4,30910,Card,Returned,5.0,7,Jan,9,114985.2
11101,172,51,Female,Bangalore,Watch,Electronics,3,5660,Card,Returned,3.0,27,Jan,6,12395.4
11102,13,37,Male,Delhi,Mobile,Electronics,2,60608,Card,Delivered,5.0,20,Apr,7,96972.8
11103,168,56,Male,Bangalore,Headphones,Accessories,1,8228,Card,Delivered,1.0,5,Apr,7,7816.599999999999
11104,642,19,Male,Pune,Mobile,Accessories,4,64094,Card,Delivered,3.0,5,Jun,1,243557.19999999998
11105,596,18,Male,Lucknow,Tablet,Accessories,2,18964,UPI,Delivered,4.0,5,Nov,2,36031.6
11106,321,53,Female,Lucknow,Mobile,Accessories,3,32443,COD,Returned,3.0,1,Jul,3,96355.71
11107,319,41,Female,Mumbai,Mobile,Accessories,3,31338,COD,Cancelled,5.0,9,Jan,8,85552.74
11108,613,44,Male,Pune,Tablet,Accessories,4,6419,COD,Returned,2.0,9,Oct,9,23365.16
11109,329,19,Male,Bangalore,Watch,Accessories,4,37592,COD,Cancelled,3.0138855638017716,8,Feb,8,138338.56
11110,785,48,Male,Pune,Tablet,Accessories,1,8297,UPI,Cancelled,5.0,22,Mar,6,6471.66
11111,777,31,Male,Pune,Laptop,Accessories,2,52387,UPI,Cancelled,5.0,2,Sep,2,102678.52
11112,550,19,Female,Lucknow,Mobile,Electronics,1,3558,COD,Delivered,2.0,1,Apr,2,3522.42
11113,419,46,Female,Bangalore,Mobile,Accessories,1,67189,Card,Returned,3.0138855638017716,3,Jun,7,65173.33
11114,606,32,Male,Delhi,Watch,Electronics,3,27758,COD,Cancelled,4.0,7,Feb,9,77444.81999999999
11115,95,29,Female,agra,Headphones,Accessories,2,19859,Card,Returned,3.0138855638017716,8,Nov,6,36540.560000000005
11116,581,54,Male,agra,Tablet,Electronics,1,13414,Card,Delivered,4.0,25,Feb,1,10060.5
11117,318,45,Male,Mumbai,Headphones,Accessories,3,8036,UPI,Cancelled,3.0,1,Feb,9,23866.92
11118,236,37,Female,Lucknow,Laptop,Electronics,4,55571,Card,Delivered,5.0,15,Nov,7,188941.4
11119,334,56,Male,Mumbai,Tablet,Accessories,1,34248,UPI,Delivered,3.0,29,May,3,24316.079999999998
11120,376,41,Female,Lucknow,Laptop,Accessories,4,39948,COD,Returned,2.0,5,Sep,2,151802.4
11121,459,38,Male,Pune,Laptop,Accessories,2,46632,UPI,Cancelled,1.0,7,Jun,3,86735.51999999999
11122,137,27,Female,Bangalore,Laptop,Electronics,1,2884,Card,Delivered,4.0,2,Sep,2,2826.32
11123,588,31,Male,Mumbai,Tablet,Accessories,4,44812,Card,Returned,2.0,10,Jun,2,161323.2
11124,547,54,Female,Lucknow,Tablet,Electronics,4,34634,Card,Cancelled,4.0,24,Sep,4,105287.36
11125,513,35,Male,Mumbai,Watch,Electronics,2,60620,COD,Cancelled,3.0,19,May,6,98204.40000000001
11126,296,41,Male,Lucknow,Mobile,Electronics,3,61092,UPI,Delivered,1.0,4,Nov,3,175944.96
11127,320,31,Female,Lucknow,Headphones,Electronics,3,10385,COD,Delivered,3.0138855638017716,29,Dec,9,22120.05
11128,572,51,Male,Delhi,Headphones,Electronics,1,19200,UPI,Delivered,5.0,11,Jan,5,17088.0
11129,349,29,Female,Delhi,Laptop,Accessories,4,15518,COD,Delivered,3.0138855638017716,22,Jun,5,48416.16
11130,779,39,Female,Delhi,Tablet,Electronics,3,57561,COD,Cancelled,4.0,29,Apr,7,122604.93
11131,229,23,Male,Mumbai,Tablet,Electronics,1,31822,Card,Delivered,5.0,26,Sep,9,23548.28
11132,270,53,Male,Pune,Laptop,Electronics,4,50573,COD,Delivered,3.0,10,Jun,1,182062.80000000002
11133,798,53,Male,Lucknow,Mobile,Electronics,1,25496,COD,Delivered,4.0,4,Jan,9,24476.16
11134,291,39,Male,agra,Headphones,Accessories,2,69845,UPI,Cancelled,3.0138855638017716,19,Jun,2,113148.90000000001
11135,725,31,Female,Delhi,Watch,Accessories,1,46804,COD,Returned,3.0,19,Mar,3,37911.240000000005
11136,165,33,Male,Mumbai,Mobile,Accessories,2,29749,Card,Returned,5.0,20,Mar,5,47598.4
11137,5,53,Male,Mumbai,Tablet,Electronics,4,21623,COD,Cancelled,3.0,2,Jul,4,84762.16
11138,379,42,Male,Mumbai,Laptop,Electronics,4,33595,UPI,Returned,3.0,8,Feb,5,123629.6
11139,78,49,Female,Bangalore,Headphones,Electronics,4,60685,UPI,Cancelled,3.0,27,Sep,5,177200.19999999998
11140,410,50,Male,Bangalore,Laptop,Accessories,1,54384,COD,Delivered,2.0,17,Sep,5,45138.72
11141,574,53,Female,Delhi,Tablet,Electronics,4,5791,COD,Returned,2.0,11,Jul,5,20615.96
11142,132,37,Male,Bangalore,Laptop,Accessories,4,41693,UPI,Cancelled,4.0,22,Sep,2,130082.16
11143,601,35,Female,Delhi,Headphones,Electronics,2,3622,Card,Cancelled,3.0,3,Nov,1,7026.679999999999
11144,749,55,Male,Bangalore,Laptop,Electronics,4,5376,COD,Delivered,3.0138855638017716,23,Jun,8,16558.08
11145,42,20,Male,Bangalore,Headphones,Accessories,4,57647,Card,Cancelled,3.0,6,Sep,3,216752.72
11146,89,40,Female,Bangalore,Laptop,Electronics,4,2323,Card,Returned,3.0,23,Oct,7,7154.84
11147,402,49,Male,Delhi,Laptop,Accessories,3,53152,COD,Delivered,2.0,19,Feb,8,129159.36000000002
11148,296,33,Male,Lucknow,Headphones,Electronics,4,58704,Card,Cancelled,5.0,10,May,6,211334.4
11149,295,22,Male,Delhi,Laptop,Accessories,1,50882,UPI,Delivered,3.0,1,Nov,6,50373.18
11150,616,21,Female,Lucknow,Mobile,Electronics,2,10887,Card,Cancelled,1.0,22,Jun,3,16983.72
11151,526,38,Male,Mumbai,Watch,Electronics,4,51675,UPI,Returned,4.0,11,Dec,9,183963.0
11152,800,57,Female,Mumbai,Mobile,Electronics,1,19480,COD,Returned,2.0,8,Jun,3,17921.600000000002
11153,691,31,Female,Delhi,Watch,Electronics,2,24724,Card,Delivered,5.0,5,Nov,5,46975.6
11154,637,56,Female,Lucknow,Mobile,Electronics,2,7621,UPI,Cancelled,1.0,6,Apr,6,14327.48
11155,422,48,Male,Lucknow,Watch,Accessories,1,68466,UPI,Delivered,3.0,5,Apr,1,65042.7
11156,23,31,Female,Lucknow,Laptop,Accessories,1,12381,COD,Delivered,3.0138855638017716,17,May,9,10276.23
11157,575,23,Female,Mumbai,Headphones,Electronics,3,51309,Card,Returned,3.0138855638017716,12,Jun,7,135455.76
11158,143,29,Male,Delhi,Headphones,Accessories,3,23597,UPI,Delivered,2.0,8,Dec,1,65127.72
11159,665,33,Female,Pune,Tablet,Accessories,4,3478,UPI,Cancelled,3.0,20,Aug,6,11129.6
11160,145,34,Female,Lucknow,Watch,Accessories,3,4832,COD,Returned,4.0,27,Dec,7,10582.08
11161,225,40,Male,Lucknow,Tablet,Accessories,1,15589,Card,Cancelled,2.0,18,Oct,5,12782.980000000001
11162,503,31,Male,agra,Tablet,Electronics,3,57304,Card,Delivered,1.0,3,Jan,5,166754.63999999998
11163,616,24,Female,Delhi,Watch,Accessories,2,65252,UPI,Returned,3.0138855638017716,3,Aug,7,126588.87999999999
11164,104,49,Male,Lucknow,Headphones,Accessories,1,23984,Card,Cancelled,5.0,12,Feb,3,21105.920000000002
11165,39,32,Male,Delhi,Watch,Electronics,4,60908,Card,Cancelled,5.0,27,Nov,3,177851.36
11166,198,34,Male,Lucknow,Laptop,Electronics,2,54518,Card,Delivered,4.0,24,Jul,1,82867.36
11167,646,58,Female,Bangalore,Tablet,Electronics,2,18648,Card,Cancelled,5.0,10,Apr,8,33566.4
11168,579,51,Female,Lucknow,Tablet,Electronics,2,4330,Card,Delivered,5.0,20,Aug,2,6928.0
11169,391,22,Male,Bangalore,Watch,Electronics,1,68994,Card,Delivered,4.0,1,Jun,3,68304.06
11170,179,44,Female,Delhi,Tablet,Electronics,1,26498,Card,Delivered,3.0138855638017716,5,May,7,25173.1
11171,554,40,Male,Lucknow,Headphones,Electronics,4,67576,UPI,Delivered,1.0,11,Oct,8,240570.56
11172,448,57,Male,Mumbai,Tablet,Electronics,3,31177,UPI,Returned,2.0,29,Oct,9,66407.01
11173,500,31,Male,Mumbai,Watch,Accessories,3,29601,Card,Cancelled,3.0138855638017716,22,May,8,69266.34
11174,15,32,Male,Pune,Headphones,Electronics,3,7553,Card,Cancelled,2.0,7,Apr,7,21072.87
11175,623,50,Male,Mumbai,Headphones,Accessories,3,6170,COD,Returned,4.0,4,Mar,1,17769.6
11176,669,48,Female,Bangalore,Tablet,Electronics,2,10781,UPI,Delivered,3.0138855638017716,23,Mar,1,16602.74
11177,289,52,Female,Mumbai,Watch,Electronics,1,53841,COD,Delivered,3.0,23,Mar,8,41457.57
11178,478,34,Female,Mumbai,Tablet,Accessories,3,68569,UPI,Delivered,4.0,29,Jul,7,146051.97
11179,231,45,Female,Mumbai,Laptop,Electronics,2,11256,COD,Delivered,4.0,19,Aug,2,18234.72
11180,420,36,Male,Lucknow,Laptop,Electronics,1,65575,COD,Returned,4.0,22,Aug,9,51148.5
11181,157,40,Male,Pune,Headphones,Accessories,1,54921,COD,Cancelled,4.0,27,Feb,7,40092.33
11182,550,49,Female,Delhi,Tablet,Accessories,1,60608,UPI,Delivered,5.0,28,Mar,9,43637.759999999995
11183,441,57,Female,Pune,Laptop,Accessories,2,65823,UPI,Delivered,5.0,8,Feb,1,121114.32
11184,97,30,Male,Bangalore,Mobile,Accessories,3,17548,Card,Delivered,3.0138855638017716,25,Jun,3,39483.0
11185,411,37,Male,Lucknow,Laptop,Accessories,1,53106,UPI,Cancelled,1.0,3,Nov,2,51512.82
11186,289,52,Male,Lucknow,Tablet,Accessories,2,10376,UPI,Cancelled,4.0,8,Mar,6,19091.84
11187,254,22,Female,Mumbai,Tablet,Electronics,1,58575,UPI,Returned,2.0,11,Jun,4,52131.75
11188,196,26,Male,Mumbai,Laptop,Electronics,4,15671,UPI,Cancelled,3.0,3,Apr,2,60803.479999999996
11189,598,46,Male,Bangalore,Tablet,Electronics,4,42704,Card,Cancelled,5.0,16,Dec,2,143485.44
11190,522,23,Female,Lucknow,Tablet,Electronics,2,5666,Card,Delivered,2.0,19,Oct,6,9178.92
11191,517,42,Female,Delhi,Mobile,Electronics,3,44234,UPI,Cancelled,5.0,1,Oct,9,131374.98
11192,635,48,Female,Pune,Headphones,Accessories,3,64941,COD,Delivered,3.0138855638017716,21,Jun,6,153910.17
11193,118,39,Male,Lucknow,Tablet,Accessories,1,45578,COD,Returned,1.0,12,Mar,4,40108.64
11194,159,19,Male,Delhi,Watch,Electronics,3,28278,UPI,Delivered,3.0,14,May,9,72957.24
11195,228,22,Female,Delhi,Headphones,Accessories,3,21424,Card,Returned,5.0,7,Aug,2,59772.96
11196,216,44,Male,Pune,Headphones,Electronics,4,46332,COD,Cancelled,3.0,5,Mar,6,176061.6
11197,696,42,Male,Delhi,Watch,Accessories,2,66743,Card,Returned,3.0,8,Sep,7,122807.12000000001
11198,15,25,Male,Bangalore,Laptop,Electronics,4,25548,Card,Delivered,3.0138855638017716,21,Sep,3,80731.68000000001
11199,157,18,Female,Delhi,Mobile,Electronics,2,33315,COD,Cancelled,2.0,10,Jul,4,59967.0
11200,648,37,Female,agra,Tablet,Electronics,1,35182,UPI,Cancelled,5.0,22,Aug,7,27441.96
11201,261,40,Male,Delhi,Laptop,Accessories,4,17989,Card,Delivered,3.0,11,Sep,9,64040.840000000004
11202,157,49,Male,Mumbai,Watch,Accessories,2,59734,COD,Cancelled,3.0138855638017716,20,Jan,5,95574.40000000001
11203,47,28,Male,Delhi,Mobile,Electronics,3,58201,Card,Delivered,4.0,23,Jul,2,134444.31
11204,324,56,Male,Bangalore,Mobile,Accessories,2,17451,COD,Returned,3.0,1,Oct,8,34552.98
11205,685,41,Female,Delhi,Mobile,Electronics,3,50518,UPI,Returned,3.0,1,Mar,9,150038.46
11206,130,28,Female,Delhi,Watch,Electronics,1,11952,UPI,Cancelled,5.0,10,Jun,2,10756.800000000001
11207,411,46,Male,Delhi,Laptop,Accessories,3,29135,UPI,Delivered,4.0,7,Sep,1,81286.65
11208,95,43,Male,Bangalore,Tablet,Electronics,2,28433,Card,Delivered,3.0,5,Dec,4,54022.7
11209,627,33,Female,Delhi,Mobile,Electronics,4,35081,UPI,Returned,5.0,17,Oct,1,116468.92
11210,755,52,Male,Pune,Mobile,Electronics,2,38781,UPI,Delivered,5.0,21,Nov,1,61273.98
11211,292,37,Female,Pune,Laptop,Accessories,4,21687,UPI,Cancelled,3.0138855638017716,28,Aug,5,62458.56
11212,794,20,Male,Bangalore,Mobile,Electronics,2,23453,UPI,Cancelled,3.0,10,Feb,7,42215.4
11213,283,18,Female,Mumbai,Mobile,Electronics,2,34318,COD,Returned,1.0,23,Apr,3,52849.72
11214,69,18,Male,Pune,Watch,Electronics,1,25202,COD,Delivered,1.0,5,Nov,7,23941.899999999998
11215,660,34,Male,Lucknow,Headphones,Electronics,3,6778,Card,Cancelled,2.0,8,May,5,18707.280000000002
11216,11,19,Female,Pune,Laptop,Accessories,2,45066,COD,Cancelled,1.0,21,Oct,8,71204.28
11217,254,46,Female,Lucknow,Laptop,Electronics,4,60222,COD,Cancelled,1.0,13,Jun,7,209572.56
11218,550,37,Male,Bangalore,Laptop,Electronics,3,18536,COD,Delivered,5.0,18,Jul,1,45598.560000000005
11219,134,23,Male,Mumbai,Watch,Accessories,1,25083,COD,Returned,5.0,24,Nov,1,19063.08
11220,712,25,Female,Lucknow,Watch,Accessories,3,9976,COD,Returned,3.0138855638017716,25,Apr,7,22446.0
11221,23,46,Female,Lucknow,Tablet,Accessories,2,39127,UPI,Cancelled,3.0,20,Apr,6,62603.200000000004
11222,346,50,Male,Pune,Watch,Accessories,4,45941,Card,Returned,3.0,5,May,9,174575.8
11223,302,20,Male,Lucknow,Laptop,Accessories,4,25254,COD,Cancelled,5.0,19,Sep,8,81822.96
11224,363,52,Female,Bangalore,Tablet,Accessories,3,65251,COD,Cancelled,3.0,18,Sep,6,160517.46000000002
11225,396,22,Female,Bangalore,Headphones,Electronics,4,20479,Card,Delivered,5.0,9,Jan,6,74543.56
11226,218,44,Female,Bangalore,Mobile,Electronics,2,61661,COD,Cancelled,1.0,13,May,9,107290.14
11227,141,29,Female,Pune,Mobile,Accessories,4,36522,COD,Cancelled,3.0,4,May,4,140244.47999999998
11228,616,37,Female,Mumbai,Tablet,Electronics,4,63757,Card,Delivered,1.0,11,Jul,9,226974.92
11229,210,37,Male,Pune,Headphones,Accessories,4,4953,UPI,Delivered,2.0,18,Aug,8,16245.840000000002
11230,623,26,Male,Bangalore,Mobile,Electronics,2,52075,UPI,Returned,3.0138855638017716,28,Mar,3,74988.0
11231,616,56,Female,Pune,Tablet,Accessories,1,57760,Card,Delivered,3.0138855638017716,1,Jan,4,57182.4
11232,683,21,Male,Bangalore,Watch,Accessories,4,41205,UPI,Cancelled,3.0,14,Feb,7,141745.2
11233,460,36,Male,Delhi,Laptop,Electronics,1,56333,UPI,Delivered,5.0,5,Jun,3,53516.35
11234,356,55,Female,Delhi,Headphones,Accessories,3,54529,UPI,Delivered,3.0138855638017716,29,Nov,3,116146.76999999999
11235,324,44,Male,Lucknow,Mobile,Electronics,3,4677,UPI,Returned,5.0,7,Jun,8,13048.83
11236,133,30,Male,Mumbai,Laptop,Accessories,2,69465,COD,Delivered,3.0138855638017716,13,Nov,5,120869.1
11237,127,30,Male,Delhi,Tablet,Accessories,2,33452,Card,Cancelled,2.0,2,May,5,65565.92
11238,106,39,Female,Bangalore,Mobile,Electronics,2,51584,UPI,Cancelled,5.0,5,Nov,8,98009.59999999999
11239,604,45,Female,Pune,Laptop,Accessories,2,22296,UPI,Cancelled,1.0,10,May,6,40132.8
11240,799,39,Male,Pune,Watch,Electronics,1,50848,Card,Delivered,5.0,29,Sep,5,36102.08
11241,378,36,Male,Lucknow,Headphones,Electronics,2,53833,COD,Delivered,2.0,8,Nov,1,99052.72
11242,51,25,Male,Pune,Tablet,Electronics,1,18222,UPI,Cancelled,4.0,29,Jul,5,12937.619999999999
11243,29,25,Male,Delhi,Mobile,Electronics,4,25758,UPI,Delivered,4.0,16,Jun,8,86546.87999999999
11244,462,59,Male,Pune,Watch,Electronics,4,12206,COD,Returned,1.0,18,Nov,9,40035.68
11245,296,43,Male,Delhi,Headphones,Accessories,3,29443,Card,Returned,4.0,28,Jul,6,63596.88
11246,297,43,Female,Delhi,Headphones,Accessories,3,64824,UPI,Returned,5.0,1,Mar,3,192527.28
11247,726,40,Male,Mumbai,Watch,Electronics,1,22815,UPI,Returned,2.0,27,Jul,8,16654.95
11248,779,30,Male,Lucknow,Mobile,Accessories,2,10852,Card,Cancelled,3.0138855638017716,7,Mar,5,20184.719999999998
11249,407,45,Female,Bangalore,Headphones,Electronics,3,34997,COD,Delivered,1.0,24,Aug,2,79793.16
11250,769,26,Male,Delhi,Tablet,Accessories,1,45474,Card,Returned,4.0,9,Oct,1,41381.340000000004
11251,613,37,Male,agra,Laptop,Electronics,3,27728,UPI,Cancelled,5.0,21,Oct,8,65715.36
11252,405,36,Male,Bangalore,Tablet,Accessories,2,9382,COD,Returned,3.0138855638017716,2,Sep,2,18388.72
11253,346,56,Male,Pune,Headphones,Electronics,1,16768,COD,Delivered,3.0138855638017716,9,Mar,3,15258.880000000001
11254,622,29,Female,agra,Laptop,Accessories,3,24963,COD,Returned,5.0,23,Jul,9,57664.53
11255,420,32,Male,Lucknow,Watch,Electronics,2,49814,Card,Returned,3.0,25,Aug,1,74721.0
11256,182,48,Female,Lucknow,Laptop,Electronics,1,10327,Card,Returned,3.0,22,Mar,8,8055.06
11257,1,31,Male,Pune,Laptop,Accessories,1,33562,Card,Returned,2.0,29,Jun,2,23829.02
11258,567,28,Male,Pune,Laptop,Electronics,1,7740,UPI,Delivered,1.0,1,Jul,8,7662.6
11259,371,43,Female,Lucknow,Headphones,Electronics,4,2085,Card,Cancelled,4.0,26,Apr,2,6171.6
11260,661,59,Male,Mumbai,Mobile,Accessories,1,53032,COD,Returned,4.0,6,Jun,7,49850.079999999994
11261,431,44,Female,Delhi,Headphones,Accessories,3,11041,UPI,Cancelled,5.0,0,Jul,3,33123.0
11262,309,28,Female,Pune,Mobile,Electronics,1,5927,UPI,Delivered,4.0,23,Dec,4,4563.79
11263,137,55,Female,Mumbai,Watch,Electronics,1,9533,UPI,Delivered,2.0,11,Jul,1,8484.37
11264,202,51,Male,Pune,Watch,Electronics,1,31570,COD,Returned,3.0,4,Nov,1,30307.199999999997
11265,436,36,Male,Lucknow,Watch,Electronics,1,49604,Card,Cancelled,5.0,8,Jan,8,45635.68
11266,313,23,Male,Mumbai,Watch,Accessories,1,12699,COD,Returned,1.0,11,Feb,8,11302.11
11267,117,55,Male,Bangalore,Watch,Electronics,4,13276,Card,Delivered,5.0,10,Nov,2,47793.6
11268,666,59,Female,Delhi,Tablet,Electronics,2,23227,UPI,Returned,4.0,11,Nov,4,41344.06
11269,575,45,Male,Delhi,Headphones,Accessories,4,3431,UPI,Returned,2.0,2,Jan,2,13449.52
11270,244,18,Male,Pune,Mobile,Accessories,3,56693,COD,Cancelled,1.0,11,Sep,8,151370.31
11271,537,52,Female,Delhi,Watch,Electronics,2,6199,Card,Delivered,5.0,22,Dec,7,9670.44
11272,602,57,Female,Bangalore,Tablet,Accessories,3,58289,UPI,Returned,4.0,23,Jul,7,134647.59
11273,75,25,Male,Mumbai,Tablet,Accessories,1,27821,COD,Returned,5.0,0,Nov,3,27821.0
11274,386,24,Female,Mumbai,Tablet,Accessories,3,61532,COD,Returned,1.0,29,Jul,5,131063.15999999999
11275,210,28,Female,Lucknow,Headphones,Electronics,4,8136,Card,Cancelled,4.0,5,Mar,1,30916.8
11276,475,56,Female,Mumbai,Watch,Electronics,4,67896,Card,Delivered,3.0,29,May,4,192824.63999999998
11277,418,21,Female,Pune,Tablet,Electronics,1,15489,Card,Returned,3.0138855638017716,10,Feb,4,13940.1
11278,347,42,Female,Bangalore,Tablet,Accessories,1,51586,UPI,Returned,1.0,1,May,1,51070.14
11279,529,29,Male,Lucknow,Watch,Electronics,2,36562,COD,Returned,3.0,7,Aug,7,68005.31999999999
11280,640,43,Male,Pune,Headphones,Electronics,4,62625,Card,Delivered,3.0,21,Oct,5,197895.0
11281,763,55,Male,Pune,Tablet,Electronics,4,30898,COD,Cancelled,4.0,10,Mar,1,111232.8
11282,179,29,Male,Pune,Mobile,Accessories,2,3334,UPI,Cancelled,5.0,26,Apr,5,4934.32
11283,182,54,Male,Delhi,Laptop,Electronics,4,48703,UPI,Returned,5.0,11,Aug,8,173382.68
11284,664,41,Male,Pune,Laptop,Electronics,2,46176,Card,Returned,2.0,18,Feb,8,75728.64
11285,25,33,Male,Delhi,Laptop,Electronics,4,26730,UPI,Cancelled,1.0,19,Jan,2,86605.20000000001
11286,180,30,Female,Mumbai,Headphones,Electronics,3,68964,COD,Cancelled,1.0,22,Mar,1,161375.76
11287,710,42,Male,Delhi,Tablet,Accessories,3,22634,COD,Cancelled,4.0,8,Feb,2,62469.840000000004
11288,501,21,Male,agra,Laptop,Electronics,2,8690,UPI,Returned,4.0,10,Oct,6,15642.0
11289,161,28,Male,Bangalore,Laptop,Electronics,2,4850,UPI,Returned,2.0,25,Feb,5,7275.0
11290,177,49,Female,Bangalore,Watch,Accessories,1,34555,UPI,Cancelled,2.0,17,Apr,4,28680.649999999998
11291,285,24,Male,Mumbai,Tablet,Accessories,4,44186,COD,Cancelled,3.0,8,Jun,8,162604.48
11292,63,28,Male,Pune,Tablet,Accessories,3,29200,UPI,Delivered,3.0138855638017716,14,Oct,5,75336.0
11293,662,45,Female,Delhi,Watch,Accessories,1,29920,Card,Returned,2.0,21,Oct,4,23636.8
11294,666,58,Male,Bangalore,Tablet,Accessories,4,25677,Card,Delivered,5.0,17,May,8,85247.64
11295,156,40,Male,Lucknow,Mobile,Electronics,3,40151,COD,Cancelled,3.0,7,Apr,1,112021.29
11296,469,40,Female,Pune,Headphones,Accessories,4,54839,UPI,Returned,3.0138855638017716,3,Aug,9,212775.32
11297,49,45,Male,Pune,Watch,Accessories,2,49782,UPI,Returned,2.0,26,Nov,2,73677.36
11298,84,43,Female,Lucknow,Laptop,Accessories,3,41570,UPI,Delivered,3.0138855638017716,12,May,8,109744.8
11299,361,42,Male,Bangalore,Tablet,Electronics,3,61203,Card,Delivered,5.0,14,Feb,9,157903.74
11300,689,46,Male,Lucknow,Mobile,Electronics,1,25906,Card,Delivered,5.0,7,Apr,8,24092.579999999998
11301,148,36,Male,agra,Mobile,Electronics,4,58509,Card,Delivered,3.0,15,Jul,9,198930.6
11302,630,50,Female,Delhi,Headphones,Accessories,2,1566,Card,Returned,3.0,10,Apr,4,2818.8
11303,342,53,Female,Delhi,Mobile,Electronics,2,53440,Card,Cancelled,5.0,22,Jun,2,83366.40000000001
11304,476,31,Female,Bangalore,Tablet,Accessories,4,50969,COD,Cancelled,4.0,22,Feb,3,159023.28
11305,63,31,Male,Lucknow,Tablet,Accessories,4,23850,COD,Cancelled,3.0,26,Sep,8,70596.0
11306,701,52,Male,Pune,Mobile,Electronics,2,4614,UPI,Delivered,1.0,12,Apr,5,8120.64
11307,360,47,Female,Pune,Tablet,Electronics,4,49699,UPI,Cancelled,4.0,29,Jan,4,141145.16
11308,561,45,Female,Pune,Tablet,Electronics,1,65633,Card,Delivered,1.0,6,Mar,3,61695.02
11309,327,34,Male,Mumbai,Laptop,Accessories,4,21745,UPI,Delivered,3.0138855638017716,17,Jul,3,72193.4
11310,769,20,Male,Mumbai,Watch,Electronics,1,43766,COD,Cancelled,3.0138855638017716,7,Oct,7,40702.38
11311,736,33,Male,Pune,Tablet,Electronics,1,13095,COD,Cancelled,3.0138855638017716,1,Sep,8,12964.05
11312,141,47,Male,Bangalore,Tablet,Electronics,4,39718,UPI,Cancelled,2.0,2,Jun,5,155694.56
11313,215,46,Female,Mumbai,Headphones,Electronics,3,25643,Card,Returned,3.0,9,Apr,8,70005.39
11314,435,32,Male,Mumbai,Watch,Electronics,3,46678,COD,Delivered,3.0,6,Feb,9,131631.96
11315,723,42,Male,Delhi,Watch,Accessories,1,8287,UPI,Returned,5.0,22,Sep,4,6463.860000000001
11316,318,55,Male,Delhi,Watch,Accessories,4,65017,Card,Cancelled,3.0,27,Dec,2,189849.63999999998
11317,32,59,Male,Bangalore,Mobile,Electronics,1,45786,UPI,Returned,3.0138855638017716,6,Aug,5,43038.84
11318,670,55,Male,Mumbai,Laptop,Accessories,4,581,Card,Returned,1.0,3,Jul,2,2254.2799999999997
11319,285,40,Male,Mumbai,Laptop,Accessories,4,3505,Card,Cancelled,4.0,20,Feb,2,11216.0
11320,305,42,Male,Lucknow,Headphones,Accessories,2,834,COD,Cancelled,2.0,22,Feb,6,1301.04
11321,429,59,Female,Bangalore,Watch,Electronics,3,58717,COD,Delivered,4.0,7,Aug,1,163820.43
11322,477,24,Female,Bangalore,Watch,Accessories,3,25669,UPI,Delivered,1.0,18,Sep,2,63145.740000000005
11323,286,39,Female,Lucknow,Tablet,Electronics,2,23952,UPI,Returned,2.0,21,Sep,5,37844.16
