order_id,user_id,age,gender,city,product,category,quantity,price,payment_mode,order_status,rating,discount,order_month,delivery_days
10772,698,30,Female,Pune,Tablet,Electronics,3,64647,UPI,Delivered,5,20,Feb,3
10773,316,24,Male,Lucknow,Laptop,Accessories,2,42612,UPI,Cancelled,3,4,Jan,2
10774,178,32,Female,Lucknow,Watch,Electronics,1,49110,COD,Cancelled,3,3,Jan,4
10775,540,36,Male,Delhi,Mobile,Accessories,2,66734,Card,Returned,2,18,Feb,5
10776,732,52,Male,Pune,Watch,Electronics,4,44730,Card,Delivered,1,18,Nov,6
10777,41,34,Female,Delhi,Mobile,Accessories,1,42206,COD,Delivered,1,4,Nov,2
10778,740,52,Male,Mumbai,Watch,Accessories,2,65532,UPI,Delivered,1,14,Jun,3
10779,704,36,Male,Delhi,Headphones,Accessories,1,42420,Card,Delivered,3,11,Aug,3
10780,502,37,Female,Mumbai,Headphones,Electronics,1,20375,UPI,Cancelled,4,25,Mar,6
10781,145,53,Male,,Tablet,Accessories,2,69333,Card,Delivered,,12,Dec,1
10782,201,52,Female,Delhi,Tablet,Accessories,1,52629,UPI,Delivered,1,5,Jun,7
10783,724,49,Male,Delhi,Laptop,Electronics,4,66244,Card,Delivered,4,28,Aug,8
10784,461,57,Female,Bangalore,Mobile,Electronics,4,20200,UPI,Returned,5,16,Sep,7
10785,732,41,Female,Lucknow,Headphones,Electronics,2,2391,UPI,Returned,,26,Aug,4
10786,752,34,Male,Bangalore,Watch,Accessories,2,59020,UPI,Returned,,19,Jul,7
10787,558,24,Female,Mumbai,Laptop,Accessories,4,48094,COD,Cancelled,1,9,Apr,1
10788,547,18,Male,Mumbai,Watch,Accessories,2,64690,UPI,Cancelled,3,13,Mar,8
10789,253,52,Male,Lucknow,Headphones,Electronics,4,2539,UPI,Cancelled,2,14,Jul,3
10790,390,49,Female,Mumbai,Headphones,Electronics,1,20173,Card,Delivered,3,9,Jan,9
10791,594,53,Male,Lucknow,Headphones,Accessories,2,42912,Card,Delivered,,5,Jul,1
10792,256,30,Female,Mumbai,Headphones,Electronics,3,28936,COD,Cancelled,4,28,Jun,6
10793,709,23,Male,Pune,Watch,Electronics,4,8686,Card,Returned,5,15,Mar,1
10794,450,31,Male,Delhi,Laptop,Accessories,4,64208,UPI,Delivered,,1,Mar,8
10795,10,54,Female,Pune,Headphones,Accessories,1,934,COD,Returned,3,9,Feb,3
10796,798,32,Male,Lucknow,Tablet,Electronics,3,11019,COD,Delivered,,4,Jan,4
10797,242,21,Male,Lucknow,Laptop,Accessories,3,18530,COD,Delivered,2,26,Nov,6
10798,251,57,Male,Pune,Tablet,Electronics,3,56319,UPI,Returned,2,8,May,4
10799,5,33,Male,Delhi,Watch,Electronics,4,5758,UPI,Cancelled,5,18,Jul,8
10800,119,45,Male,Delhi,Headphones,Accessories,4,58777,Card,Returned,1,18,Jul,9
10801,374,33,Male,Bangalore,Laptop,Accessories,3,45738,Card,Cancelled,3,8,Jun,5
10802,65,21,Male,Mumbai,Headphones,Electronics,2,11247,Card,Cancelled,,15,Nov,1
10803,146,43,Male,Bangalore,Headphones,Electronics,3,31417,COD,Delivered,3,28,Oct,8
10804,224,45,Female,Delhi,Laptop,Accessories,1,30877,UPI,Delivered,2,18,Jun,2
10805,239,49,Male,Pune,Headphones,Electronics,3,45456,Card,Delivered,4,19,Nov,6
10806,177,19,Male,,Headphones,Electronics,3,24057,UPI,Cancelled,3,27,Jul,6
10807,779,48,Female,Pune,Mobile,Electronics,3,44835,COD,Cancelled,2,24,Aug,7
10808,282,20,Female,Bangalore,Mobile,Electronics,2,33792,UPI,Returned,4,3,May,9
10809,63,25,Female,Lucknow,Laptop,Electronics,3,19991,UPI,Delivered,1,4,Jan,1
10810,217,41,Male,Pune,Laptop,Accessories,3,57794,COD,Delivered,1,17,Jul,8
10811,795,32,Female,Bangalore,Headphones,Electronics,4,67129,Card,Cancelled,2,7,Feb,5
10812,689,48,Female,Bangalore,Tablet,Electronics,3,66140,UPI,Delivered,2,12,Nov,6
10813,461,26,Male,Bangalore,Laptop,Accessories,1,18623,UPI,Cancelled,1,8,May,8
10814,610,56,Male,,Headphones,Accessories,4,65118,COD,Returned,2,9,Jul,8
10815,105,19,Female,Lucknow,Tablet,Accessories,2,24788,UPI,Returned,5,3,Jul,7
10816,99,25,Female,Lucknow,Mobile,Electronics,4,45591,UPI,Delivered,3,18,Sep,7
10817,511,24,Male,Mumbai,Laptop,Electronics,2,59716,UPI,Returned,5,3,May,1
10818,385,56,Male,Lucknow,Headphones,Accessories,2,59285,COD,Delivered,4,28,Jun,8
10819,405,59,Male,Lucknow,Mobile,Accessories,1,51497,UPI,Delivered,2,12,Oct,3
10820,518,33,Male,Lucknow,Watch,Accessories,3,69537,COD,Cancelled,2,22,Dec,5
10821,476,52,Male,Pune,Mobile,Accessories,1,51193,Card,Cancelled,4,16,Nov,4
10822,709,47,Female,Lucknow,Headphones,Accessories,4,36212,UPI,Delivered,3,26,Jun,3
10823,645,27,Male,Mumbai,Tablet,Electronics,2,16405,COD,Returned,1,10,Jan,5
10824,771,55,Male,Bangalore,Watch,Accessories,4,2091,COD,Returned,5,1,Oct,3
10825,437,35,Male,Pune,Watch,Electronics,2,60659,UPI,Delivered,3,25,Jul,9
10826,23,22,Male,Delhi,Watch,Electronics,4,14022,COD,Delivered,1,4,Oct,9
10827,565,46,Male,Lucknow,Laptop,Accessories,2,4072,Card,Returned,1,24,Jul,6
10828,677,56,Female,Bangalore,Headphones,Accessories,1,62180,Card,Returned,2,12,Apr,3
10829,714,51,Male,Bangalore,Watch,Accessories,2,59037,Card,Cancelled,4,21,Apr,5
10830,458,40,Female,Pune,Mobile,Accessories,3,33561,Card,Cancelled,,2,Nov,8
10831,83,22,Male,Delhi,Tablet,Accessories,1,67374,COD,Returned,2,18,Jun,9
10832,145,47,Female,Mumbai,Headphones,Electronics,3,61042,COD,Cancelled,,28,Mar,3
10833,85,23,Female,Bangalore,Mobile,Accessories,4,62407,Card,Cancelled,4,22,Oct,5
10834,78,21,Male,Bangalore,Laptop,Accessories,4,16651,Card,Delivered,2,18,Jun,2
10835,457,46,Male,Bangalore,Watch,Electronics,2,46313,Card,Cancelled,5,15,Nov,2
10836,1,40,Male,Bangalore,Mobile,Accessories,2,53127,Card,Cancelled,2,15,Nov,2
10837,51,23,Male,Pune,Headphones,Accessories,4,26617,Card,Delivered,5,25,Apr,6
10838,685,49,Male,Delhi,Mobile,Accessories,1,68534,COD,Returned,,2,Oct,3
10839,717,59,Female,Bangalore,Laptop,Electronics,3,25983,Card,Cancelled,3,25,Aug,5
10840,772,35,Male,Mumbai,Tablet,Accessories,4,56969,Card,Cancelled,3,27,May,8
10841,446,32,Male,Mumbai,Watch,Accessories,1,19377,UPI,Returned,,22,Aug,5
10842,449,57,Female,Lucknow,Headphones,Accessories,3,62896,COD,Cancelled,,24,Sep,2
10843,488,49,Male,Bangalore,Watch,Accessories,2,3588,Card,Returned,2,8,Apr,6
10844,800,26,Female,Bangalore,Watch,Electronics,1,23679,COD,Delivered,3,18,Jan,2
10845,34,54,Male,Bangalore,Watch,Accessories,1,48454,UPI,Returned,1,23,Oct,8
10846,348,27,Female,Bangalore,Mobile,Electronics,4,22511,UPI,Returned,5,0,Jul,2
10847,95,37,Male,Bangalore,Mobile,Accessories,3,13339,Card,Returned,,13,Jul,7
10848,72,23,Female,Mumbai,Tablet,Accessories,4,53403,Card,Delivered,4,27,May,4
10849,551,20,Female,Delhi,Laptop,Accessories,2,64061,Card,Returned,5,23,May,4
10850,154,59,Male,Delhi,Headphones,Electronics,2,24125,Card,Returned,2,10,Jan,8
10851,250,28,Male,Lucknow,Mobile,Accessories,3,18981,UPI,Delivered,3,17,Mar,4
10852,674,34,Male,Mumbai,Watch,Accessories,3,20058,COD,Cancelled,3,19,Jan,8
10853,438,49,Female,Bangalore,Laptop,Electronics,3,31604,Card,Cancelled,1,6,Jul,9
10854,118,21,Female,Delhi,Headphones,Accessories,4,54086,COD,Returned,3,5,May,8
10855,771,21,Female,Pune,Headphones,Accessories,3,44920,Card,Delivered,2,11,Dec,4
10856,306,34,Male,Pune,Headphones,Accessories,3,4561,Card,Delivered,2,24,Apr,5
10857,268,58,Male,Pune,Headphones,Accessories,4,33741,UPI,Returned,4,29,Jul,6
10858,54,36,Female,Bangalore,Tablet,Electronics,2,62555,Card,Returned,5,23,Sep,9
10859,236,22,Male,Bangalore,Headphones,Electronics,2,44673,Card,Cancelled,5,1,Jun,5
10860,389,49,Female,Lucknow,Laptop,Electronics,1,5789,Card,Cancelled,5,12,Sep,2
10861,734,39,Male,Lucknow,Mobile,Accessories,2,65680,UPI,Returned,4,19,Jun,7
10862,763,23,Male,Lucknow,Laptop,Accessories,3,2721,COD,Delivered,4,0,Oct,6
10863,401,52,Female,Pune,Watch,Accessories,2,63637,UPI,Returned,4,22,Sep,3
10864,624,39,Male,Bangalore,Tablet,Accessories,4,43442,Card,Delivered,1,14,Jun,8
10865,767,18,Male,Pune,Tablet,Electronics,2,22135,Card,Cancelled,4,19,Sep,3
10866,303,37,Male,Lucknow,Watch,Accessories,2,53263,Card,Returned,3,7,Mar,4
10867,207,39,Male,Bangalore,Laptop,Electronics,1,51572,COD,Delivered,,17,May,9
10868,229,28,Male,Mumbai,Laptop,Accessories,1,7575,COD,Cancelled,1,14,Nov,4
10869,578,30,Female,Delhi,Watch,Accessories,3,22878,Card,Returned,3,7,May,2
10870,75,59,Male,Delhi,Headphones,Electronics,4,35584,Card,Returned,5,1,Oct,9
10871,435,20,Female,Lucknow,Headphones,Accessories,3,50926,COD,Cancelled,2,10,Aug,8
10872,103,26,Male,Pune,Mobile,Electronics,4,32084,UPI,Returned,5,7,Nov,4
10873,422,29,Male,Mumbai,Laptop,Electronics,4,31745,UPI,Cancelled,4,28,Nov,6
10874,704,40,Female,Bangalore,Laptop,Accessories,1,59459,COD,Delivered,2,12,Jul,6
10875,764,31,Female,Pune,Watch,Electronics,2,5483,COD,Returned,5,0,Feb,2
10876,738,50,Male,Lucknow,Watch,Electronics,2,31397,Card,Cancelled,1,28,Nov,9
10877,306,35,Male,Pune,Headphones,Accessories,1,41102,COD,Cancelled,4,17,Feb,6
10878,98,58,Female,Lucknow,Laptop,Electronics,3,49911,COD,Delivered,5,4,Jul,5
10879,798,26,Female,Delhi,Laptop,Electronics,2,69242,Card,Returned,2,0,Oct,2
10880,335,40,Female,,Tablet,Accessories,3,38626,COD,Cancelled,3,11,Dec,1
10881,435,27,Female,Pune,Mobile,Electronics,2,56110,Card,Cancelled,5,4,Oct,7
10882,447,36,Male,Mumbai,Mobile,Accessories,3,24425,UPI,Cancelled,1,20,Apr,4
10883,308,22,Male,Bangalore,Headphones,Electronics,4,36776,UPI,Returned,2,15,Jun,7
10884,249,40,Male,Lucknow,Laptop,Accessories,4,24189,UPI,Returned,5,22,Sep,5
10885,166,47,Male,Bangalore,Tablet,Accessories,2,64442,Card,Delivered,3,17,Oct,1
10886,481,42,Male,Delhi,Laptop,Accessories,3,54646,UPI,Delivered,4,1,Nov,5
10887,335,45,Female,Mumbai,Watch,Accessories,3,15738,UPI,Delivered,4,14,Apr,4
10888,542,51,Female,Mumbai,Headphones,Accessories,4,60924,Card,Returned,4,27,Jul,1
10889,759,42,Female,Bangalore,Mobile,Electronics,3,25307,Card,Cancelled,,21,Sep,2
10890,106,27,Male,,Laptop,Accessories,1,11704,UPI,Returned,2,29,Jan,9
10891,563,31,Female,Bangalore,Headphones,Accessories,3,65745,UPI,Returned,,10,Oct,1
10892,81,59,Male,Pune,Mobile,Electronics,4,39067,UPI,Returned,3,28,Nov,4
10893,133,47,Male,Mumbai,Laptop,Accessories,1,36197,COD,Delivered,3,9,Feb,8
10894,797,58,Male,Mumbai,Tablet,Electronics,1,2030,Card,Cancelled,5,2,Sep,5
10895,138,42,Female,,Headphones,Electronics,3,24797,Card,Returned,4,12,May,7
10896,184,31,Male,Delhi,Laptop,Accessories,4,49406,Card,Delivered,2,12,Apr,2
10897,401,52,Male,Mumbai,Mobile,Electronics,4,66751,Card,Returned,,23,Jul,4
10898,330,51,Female,Lucknow,Mobile,Electronics,4,61248,UPI,Cancelled,,2,May,4
10899,785,27,Male,Lucknow,Tablet,Electronics,1,40795,Card,Delivered,4,9,Jan,1
10900,508,52,Female,Delhi,Headphones,Accessories,4,52964,COD,Returned,,3,Sep,8
10901,69,28,Male,Pune,Headphones,Electronics,1,7723,COD,Delivered,4,13,Aug,3
10902,546,28,Female,Bangalore,Laptop,Accessories,1,13921,UPI,Cancelled,5,28,Mar,4
10903,774,38,Male,Delhi,Mobile,Accessories,2,14566,UPI,Cancelled,5,22,Oct,2
10904,53,38,Male,Bangalore,Mobile,Electronics,3,22076,Card,Delivered,5,16,Mar,5
10905,450,39,Female,Delhi,Tablet,Accessories,4,2640,UPI,Returned,1,0,Mar,5
10906,205,24,Male,Lucknow,Tablet,Electronics,1,59516,UPI,Cancelled,1,24,Jul,3
10907,126,34,Female,Pune,Headphones,Electronics,3,41878,UPI,Cancelled,,14,Feb,8
10908,747,19,Male,Lucknow,Mobile,Accessories,1,7870,COD,Returned,2,27,Sep,1
10909,43,29,Female,Pune,Laptop,Accessories,3,52250,Card,Delivered,2,21,Apr,2
10910,752,59,Male,Bangalore,Watch,Accessories,1,12522,UPI,Delivered,5,20,Jul,1
10911,111,35,Male,Delhi,Laptop,Electronics,4,59722,Card,Returned,3,1,Aug,6
10912,761,28,Male,Mumbai,Tablet,Electronics,2,18828,Card,Cancelled,2,17,May,4
10913,663,33,Female,,Laptop,Electronics,2,3429,Card,Cancelled,,6,Aug,1
10914,183,35,Female,Pune,Mobile,Accessories,2,44227,COD,Returned,1,21,Apr,7
10915,95,52,Female,Pune,Headphones,Electronics,1,69419,Card,Returned,,27,Oct,9
10916,374,43,Female,Lucknow,Watch,Electronics,3,53192,Card,Delivered,,29,Feb,5
10917,520,33,Female,Mumbai,Headphones,Electronics,4,50045,UPI,Delivered,1,12,Mar,7
10918,360,23,Male,Lucknow,Watch,Electronics,4,48838,UPI,Returned,4,23,Jun,4
10919,696,59,Male,Bangalore,Watch,Accessories,1,60462,COD,Cancelled,5,2,Oct,4
10920,281,29,Male,Mumbai,Mobile,Electronics,2,23661,Card,Delivered,,2,Jun,4
10921,195,30,Male,Bangalore,Mobile,Accessories,1,9323,COD,Returned,3,12,Dec,5
10922,195,21,Male,Delhi,Tablet,Electronics,3,33589,Card,Cancelled,5,20,Dec,8
10923,667,56,Female,Lucknow,Tablet,Electronics,2,61350,COD,Delivered,1,25,Dec,4
10924,93,19,Male,Pune,Watch,Electronics,1,21553,Card,Returned,3,3,Jul,7
10925,672,43,Female,Mumbai,Tablet,Accessories,3,17947,UPI,Returned,2,15,Dec,9
10926,61,44,Male,Lucknow,Mobile,Accessories,2,3611,COD,Cancelled,4,27,Nov,6
10927,634,44,Female,Pune,Tablet,Accessories,4,59320,UPI,Cancelled,,7,Apr,4
10928,51,32,Female,Delhi,Watch,Electronics,3,69122,Card,Returned,1,21,Aug,5
10929,403,25,Female,Mumbai,Headphones,Electronics,4,53463,COD,Cancelled,4,7,Aug,8
10930,789,24,Male,,Laptop,Accessories,3,53003,UPI,Returned,,15,Nov,4
10931,5,57,Male,Delhi,Tablet,Electronics,2,42418,UPI,Cancelled,,22,Jul,4
10932,466,29,Male,Pune,Mobile,Electronics,1,43042,UPI,Cancelled,5,1,Mar,7
10933,604,30,Male,Mumbai,Headphones,Accessories,1,69212,Card,Delivered,3,8,Mar,6
10934,682,34,Female,Mumbai,Mobile,Electronics,1,2916,COD,Delivered,5,26,Feb,1
10935,534,34,Female,Delhi,Tablet,Electronics,1,40936,UPI,Cancelled,4,12,Nov,9
10936,405,53,Female,Mumbai,Watch,Electronics,3,10986,Card,Returned,1,21,Jul,5
10937,513,38,Female,Pune,Laptop,Accessories,1,19195,Card,Cancelled,4,26,Jun,2
10938,645,25,Male,Delhi,Laptop,Electronics,1,1729,Card,Delivered,1,26,Dec,5
10939,233,22,Female,Bangalore,Headphones,Accessories,3,67566,COD,Returned,4,21,Jul,8
10940,524,43,Male,Delhi,Laptop,Electronics,3,42847,Card,Cancelled,5,11,Feb,6
10941,346,33,Female,Delhi,Watch,Accessories,2,1863,Card,Cancelled,4,1,Apr,8
10942,46,53,Female,Bangalore,Mobile,Accessories,3,46369,COD,Cancelled,2,8,Jan,5
10943,546,45,Female,Pune,Watch,Accessories,4,50229,COD,Cancelled,5,0,Feb,4
10944,78,46,Male,Lucknow,Headphones,Accessories,2,20803,Card,Delivered,4,5,Jul,3
10945,730,29,Male,Lucknow,Headphones,Electronics,2,3764,Card,Delivered,4,29,May,2
10946,73,54,Female,Bangalore,Laptop,Accessories,1,18815,UPI,Delivered,3,23,Oct,9
10947,794,47,Female,Pune,Watch,Electronics,1,61021,COD,Delivered,5,1,Mar,1
10948,249,40,Female,Mumbai,Mobile,Electronics,4,25311,COD,Returned,3,2,Feb,2
10949,47,33,Male,Bangalore,Watch,Accessories,1,33905,UPI,Returned,5,25,Mar,6
10950,121,31,Male,Lucknow,Mobile,Electronics,3,52657,Card,Returned,1,14,Apr,6
10951,214,27,Male,Pune,Mobile,Electronics,3,60323,Card,Cancelled,5,25,Oct,1
10952,239,24,Female,Delhi,Watch,Electronics,1,20356,Card,Returned,5,6,Oct,8
10953,56,54,Male,Pune,Tablet,Electronics,1,47470,Card,Delivered,4,12,May,4
10954,350,46,Female,Pune,Watch,Accessories,3,51287,UPI,Delivered,2,15,Aug,7
10955,107,20,Male,Lucknow,Mobile,Electronics,2,21098,COD,Cancelled,,12,Sep,9
10956,48,32,Female,Lucknow,Headphones,Electronics,4,43041,COD,Returned,5,26,Feb,2
10957,573,53,Female,Mumbai,Headphones,Electronics,4,11152,Card,Cancelled,3,11,Dec,7
10958,337,36,Male,Mumbai,Laptop,Electronics,2,17463,UPI,Cancelled,2,16,Mar,1
10959,26,30,Female,Bangalore,Headphones,Electronics,4,32723,Card,Returned,5,20,Apr,3
10960,257,59,Female,Delhi,Tablet,Accessories,1,31524,Card,Cancelled,2,10,Jul,4
10961,8,38,Female,Mumbai,Mobile,Electronics,1,4441,UPI,Returned,1,21,Jun,3
10962,625,54,Male,Lucknow,Watch,Accessories,1,42117,UPI,Returned,2,25,Jun,8
10963,253,44,Female,Pune,Watch,Electronics,4,55204,COD,Cancelled,1,6,Oct,7
10964,692,46,Male,Bangalore,Tablet,Accessories,2,26525,COD,Delivered,2,12,Jul,3
10965,719,37,Male,Mumbai,Headphones,Electronics,1,43724,Card,Returned,2,9,Jan,7
10966,303,42,Female,Pune,Mobile,Electronics,2,13777,Card,Delivered,3,9,Aug,2
10967,639,23,Male,Pune,Headphones,Accessories,3,49218,COD,Delivered,,12,Sep,3
10968,56,53,Female,Mumbai,Laptop,Accessories,3,41495,UPI,Returned,3,22,Feb,7
10969,726,19,Male,Delhi,Headphones,Accessories,3,8039,Card,Delivered,4,18,Jan,5
10970,526,39,Female,Delhi,Laptop,Electronics,4,33353,Card,Cancelled,2,29,Apr,9
10971,474,49,Male,Bangalore,Watch,Accessories,4,27311,UPI,Cancelled,1,22,Nov,8
10972,28,33,Female,Delhi,Mobile,Accessories,1,7409,Card,Delivered,2,16,Feb,6
10973,78,35,Female,Bangalore,Laptop,Accessories,3,53933,UPI,Cancelled,5,26,Jun,4
10974,216,22,Female,Lucknow,Headphones,Electronics,2,46584,COD,Returned,1,19,Mar,3
10975,386,53,Female,Mumbai,Headphones,Electronics,4,57316,COD,Returned,5,6,Sep,6
10976,365,47,Male,Pune,Watch,Electronics,2,11248,COD,Delivered,4,22,Aug,9
10977,666,36,Male,Bangalore,Tablet,Accessories,2,62965,COD,Cancelled,5,3,Jul,5
10978,526,40,Female,Delhi,Tablet,Electronics,1,49908,COD,Delivered,4,16,Nov,7
10979,699,51,Male,Bangalore,Headphones,Electronics,1,12498,Card,Cancelled,4,29,Jul,7
10980,312,30,Female,Bangalore,Tablet,Electronics,2,14264,COD,Returned,4,23,Jul,7
10981,7,46,Female,Delhi,Mobile,Electronics,2,45879,Card,Cancelled,5,3,May,9
10982,3,53,Male,,Tablet,Accessories,2,60088,Card,Cancelled,4,17,Aug,2
10983,623,39,Male,Mumbai,Mobile,Electronics,2,62898,UPI,Delivered,4,19,Apr,8
10984,750,53,Female,Pune,Headphones,Accessories,3,47710,Card,Returned,3,7,May,2
10985,363,26,Male,Mumbai,Headphones,Accessories,2,45060,Card,Cancelled,,7,Mar,1
10986,751,56,Female,Mumbai,Headphones,Accessories,4,69701,COD,Returned,2,20,Mar,6
10987,508,36,Male,Delhi,Watch,Accessories,1,17234,COD,Cancelled,4,15,Feb,2
10988,274,55,Male,Delhi,Tablet,Accessories,4,2563,UPI,Returned,1,14,May,5
10989,506,23,Male,Pune,Laptop,Accessories,1,22813,UPI,Cancelled,1,17,Dec,1
10990,739,32,Male,Bangalore,Laptop,Electronics,1,27587,Card,Returned,3,22,Feb,7
10991,15,37,Male,Mumbai,Headphones,Accessories,1,46279,UPI,Cancelled,5,18,Oct,1
10992,192,26,Female,Pune,Tablet,Electronics,4,40681,COD,Returned,5,5,Apr,8
10993,631,49,Male,Mumbai,Mobile,Accessories,1,18705,COD,Cancelled,5,8,Oct,5
10994,485,21,Male,Bangalore,Laptop,Electronics,2,12964,COD,Cancelled,4,28,Dec,5
10995,28,35,Female,Mumbai,Headphones,Accessories,2,27632,Card,Returned,,15,Jan,3
10996,714,22,Female,Lucknow,Laptop,Electronics,3,51237,Card,Delivered,,20,Feb,2
10997,39,37,Female,Pune,Laptop,Electronics,3,69785,UPI,Cancelled,5,8,Nov,6
10998,273,40,Male,Delhi,Laptop,Accessories,3,65049,COD,Cancelled,5,19,Jan,4
10999,231,28,Male,Mumbai,Headphones,Accessories,2,35806,Card,Delivered,2,24,Feb,4
11000,86,54,Female,Pune,Headphones,Accessories,4,26092,Card,Cancelled,,16,Apr,6
11001,474,39,Female,Pune,Watch,Accessories,3,45258,UPI,Returned,4,3,Jan,2
11002,126,21,Female,Mumbai,Watch,Electronics,2,7077,COD,Delivered,4,14,Jun,2
11003,537,46,Female,Delhi,Watch,Electronics,1,8763,COD,Cancelled,1,10,Jan,4
11004,145,51,Male,Delhi,Laptop,Accessories,4,8572,UPI,Returned,1,13,Mar,6
11005,525,30,Male,Mumbai,Tablet,Accessories,4,61314,UPI,Returned,2,16,Feb,2
11006,212,59,Male,Pune,Headphones,Electronics,2,45806,UPI,Delivered,3,27,Feb,7
11007,25,26,Male,Delhi,Watch,Accessories,2,6191,UPI,Delivered,4,12,Apr,8
11008,580,59,Male,Mumbai,Tablet,Electronics,1,2453,COD,Delivered,1,8,Sep,9
11009,394,48,Female,Mumbai,Watch,Accessories,1,38259,COD,Returned,5,23,Mar,6
11010,67,24,Male,Mumbai,Watch,Accessories,1,20685,UPI,Cancelled,4,15,Dec,2
11011,233,21,Female,Pune,Tablet,Electronics,4,35199,Card,Returned,4,7,Jun,6
11012,109,36,Female,Delhi,Watch,Electronics,4,54239,Card,Returned,4,13,Dec,8
11013,146,59,Female,Pune,Laptop,Accessories,3,56131,COD,Delivered,,14,Nov,1
11014,111,47,Male,Lucknow,Laptop,Electronics,3,18445,COD,Cancelled,1,6,Oct,6
11015,228,48,Female,Delhi,Laptop,Accessories,3,38794,UPI,Returned,2,24,Mar,1
11016,111,52,Male,Pune,Mobile,Electronics,4,13420,Card,Delivered,1,26,Oct,6
11017,470,38,Female,Delhi,Watch,Accessories,1,54109,COD,Delivered,5,10,May,4
11018,34,48,Male,Lucknow,Mobile,Accessories,3,62858,Card,Cancelled,5,28,Sep,3
11019,623,36,Female,Bangalore,Headphones,Accessories,1,24765,UPI,Cancelled,3,2,Mar,3
11020,776,48,Male,Mumbai,Tablet,Electronics,1,9938,COD,Delivered,1,6,Aug,4
11021,369,49,Female,Pune,Headphones,Electronics,1,29129,COD,Cancelled,1,21,Jun,3
11022,748,19,Female,Lucknow,Mobile,Electronics,3,62942,Card,Cancelled,3,4,Dec,9
11023,595,27,Female,Lucknow,Laptop,Electronics,3,4585,Card,Returned,3,8,Aug,4
11024,554,19,Female,Delhi,Watch,Accessories,1,25013,COD,Cancelled,4,19,Feb,1
11025,425,19,Male,Delhi,Watch,Electronics,3,60584,Card,Delivered,4,18,Sep,4
11026,613,41,Male,Mumbai,Laptop,Electronics,2,64105,Card,Cancelled,5,12,Jan,1
11027,518,34,Male,Delhi,Watch,Electronics,3,62166,UPI,Returned,2,26,Mar,3
11028,692,49,Female,Pune,Tablet,Accessories,1,68912,Card,Cancelled,5,18,Apr,4
11029,282,33,Female,Pune,Tablet,Electronics,1,51678,COD,Returned,,15,Jun,4
11030,320,33,Female,Pune,Tablet,Electronics,4,38509,UPI,Cancelled,1,1,Nov,9
11031,738,56,Female,Bangalore,Headphones,Accessories,4,64476,COD,Cancelled,2,0,Apr,6
11032,443,48,Female,Pune,Laptop,Accessories,1,32725,UPI,Delivered,4,2,Nov,3
11033,315,41,Female,Delhi,Tablet,Accessories,2,38937,UPI,Delivered,3,23,Feb,7
11034,741,18,Male,Delhi,Mobile,Accessories,4,14148,Card,Cancelled,3,11,Mar,4
11035,377,28,Male,Pune,Tablet,Accessories,1,43436,Card,Cancelled,5,5,Mar,7
11036,289,38,Male,Lucknow,Headphones,Accessories,4,40763,COD,Returned,1,1,Jun,2
11037,437,21,Male,Lucknow,Mobile,Accessories,4,48873,Card,Returned,1,23,May,7
11038,662,24,Male,Lucknow,Laptop,Electronics,1,53314,UPI,Delivered,3,15,May,8
11039,277,43,Male,Mumbai,Laptop,Accessories,3,65637,Card,Cancelled,5,28,Nov,7
11040,710,29,Male,Bangalore,Tablet,Accessories,2,47472,COD,Cancelled,,4,Apr,6
11041,582,48,Male,Pune,Mobile,Accessories,3,28647,UPI,Returned,5,11,Apr,4
11042,503,34,Female,Mumbai,Mobile,Accessories,1,19795,COD,Cancelled,4,3,Sep,9
11043,624,50,Female,Lucknow,Tablet,Accessories,1,7397,Card,Cancelled,4,13,Jul,1
11044,516,28,Female,Pune,Tablet,Electronics,2,38753,UPI,Cancelled,4,16,Dec,5
11045,350,45,Female,Mumbai,Watch,Electronics,1,6338,COD,Returned,,11,Aug,1
11046,446,49,Female,Delhi,Watch,Electronics,4,68180,Card,Returned,2,12,Apr,1
11047,350,18,Female,Lucknow,Tablet,Electronics,2,26914,Card,Returned,5,16,Nov,6
11048,607,45,Female,Mumbai,Headphones,Electronics,3,39248,COD,Cancelled,5,19,Mar,6
11049,664,59,Male,Delhi,Watch,Electronics,2,61657,UPI,Returned,,27,Jan,7
11050,137,24,Male,Lucknow,Tablet,Electronics,3,29983,COD,Delivered,4,14,Sep,9
11051,759,19,Female,Bangalore,Mobile,Accessories,1,12013,Card,Delivered,3,28,Sep,6
11052,243,59,Male,Lucknow,Watch,Accessories,3,56049,COD,Returned,4,8,Feb,2
11053,543,41,Male,Bangalore,Headphones,Accessories,3,45302,Card,Returned,2,25,Apr,4
11054,40,21,Male,Bangalore,Laptop,Accessories,3,26951,UPI,Cancelled,,9,Apr,9
11055,229,36,Male,Bangalore,Mobile,Accessories,2,41409,COD,Returned,3,5,Dec,2
11056,548,43,Male,Pune,Headphones,Accessories,4,48591,UPI,Returned,5,16,Jan,7
11057,223,28,Female,Pune,Headphones,Electronics,3,52889,COD,Delivered,2,11,Dec,4
11058,6,57,Male,Bangalore,Headphones,Accessories,2,41463,Card,Delivered,2,23,Feb,6
11059,322,28,Female,Delhi,Mobile,Accessories,2,55234,UPI,Delivered,,27,Aug,1
11060,468,20,Female,Bangalore,Headphones,Accessories,4,66009,Card,Delivered,3,8,Jun,8
11061,732,29,Female,Mumbai,Laptop,Electronics,2,32791,COD,Returned,4,1,Jan,6
